edinetCode	companyName.x	fiscalYear	NotesAdditionalInfo	NotesAdditionalInfoConsolidate	textCorona	withCorona	withDTA	withFA	lengthofNotes	secCode	industry	market	auditFirm	GAAP
E00433	かどや製油株式会社	第63期（自2019年４月１日至2020年３月31日）	（追加情報）  （株式給付信託（ＢＢＴ）の導入）   連結財務諸表「注記事項（追加情報）」に記載しているため、注記を省略しております。  	"（追加情報）  （株式給付信託（ＢＢＴ）の導入）  当社は、2018年６月26日開催の第61回定時株主総会決議に基づき、当社取締役（社外取締役を除きます。）を対象とする株式報酬制度「株式給付信託（ＢＢＴ（＝BoardBenefitTrust））」（以下、「本制度」といいます。）を導入しております。  １．取引の概要 当社は、取締役の報酬と当社の株式価値との連動性をより明確にし、中長期的な業績の向上と企業価値の増大に貢献する意識を高めることを目的として、本制度を導入しております。  本制度は、当社が拠出する金銭を原資として当社株式が信託（以下、本制度に基づき設定される信託を「本信託」といいます。）を通じて取得され、取締役に対して、当社が定める役員株式給付規程に従って、当社株式及び当社株式を時価で換算した金額相当の金銭（以下、「当社株式等」といいます。）が本信託を通じて給付される株式報酬制度です。   なお、取締役が当社株式等の給付を受ける時期は、原則として取締役の退任時となります。   当該信託契約に係る会計処理については、「従業員等に信託を通じて自社の株式を交付する取引に関する実務上の取り扱い」（実務対応報告第30号2015年３月26日）に準じております。     ２．信託に残存する自社の株式   信託に残存する当社株式を、信託における帳簿価額（付随費用の金額を除きます。）により、純資産の部に自己株式として計上しております。当連結会計年度末の当該自己株式の帳簿価額は88百万円、株式数は14,853株であります。  "	NA	NA	NA	NA	NA	2612	食料品	東証一部	有限責任監査法人トーマツ	日本基準
E00435	キッコーマン株式会社	第103期（自2019年４月１日至2020年３月31日）	NA	NA	NA	NA	NA	NA	NA	2801	食料品	東証一部	ＥＹ新日本有限責任監査法人	日本基準
E00436	味の素株式会社	第142期（自2019年4月1日至2020年3月31日）	（追加情報） （業績連動型株式報酬制度） 「第5経理の状況1連結財務諸表等（1）連結財務諸表連結財務諸表注記27．株式報酬」に同一の内容を記載しておりますので、注記を省略しております。   （新型コロナウイルス感染症の影響）   新型コロナウイルス感染症は、世界各国の経済活動の他、市場のニーズや生活者のライフスタイル等に広範に影響を与える事象であり、また、今後の本感染症の拡大又は収束時期を予想することは困難であることから、当社は外部の情報の他、各国の市場動向の分析結果等に基づき2020年度において以下の仮定を置き、現時点での最善の見積りを行い、固定資産が減損している可能性を示す兆候があるか否か等を検討しております。   なお、今後の新型コロナウイルス感染症の広がりに伴う経済活動への影響等には不確定要素も多いため、仮定に変化が生じた場合、財務諸表に影響を及ぼす可能性があります。   ・当社グループが事業展開をしている各国において、第2四半期までに非常事態宣言やロックダウン等が解除   されるが、同期間の経済活動等が大きな影響を受ける。   ・第3四半期から経済活動等が徐々に回復していくが、北米・南米では同感染症の第二波の襲来により、継続   的に影響を受ける。  	NA	NA	NA	NA	NA	NA	2802	食料品	東証一部	ＥＹ新日本有限責任監査法人	IFRS基準
E00442	日本食品化工株式会社	第99期（自2019年4月1日至2020年3月31日）	NA	NA	NA	NA	NA	NA	NA	2892	食料品	東証二部	有限責任監査法人トーマツ	日本基準
E00452	ヱスビー食品株式会社	第107期（自2019年４月１日至2020年３月31日）	NA	NA	NA	NA	NA	NA	NA	2805	食料品	東証二部	双研日栄監査法人	日本基準
E00453	石井食品株式会社	第79期（自2019年４月１日至2020年３月31日）	NA	NA	NA	NA	NA	NA	NA	2894	食料品	東証二部	千葉第一監査法人	日本基準
E00456	ユアサ・フナショク株式会社	第49期（自2019年４月１日至2020年３月31日）	NA	NA	NA	NA	NA	NA	NA	8006	卸売業	東証二部	仰星監査法人	日本基準
E00457	日清食品ホールディングス株式会社	第72期（自2019年４月１日至2020年３月31日）	NA	NA	NA	NA	NA	NA	NA	2897	食料品	東証一部	有限責任監査法人トーマツ	IFRS基準
E00465	ユタカフーズ株式会社	第80期(自2019年４月１日至2020年３月31日)	(追加情報) (新型コロナウイルス感染症の影響に関する会計上の見積り)当社は、新型コロナウイルス感染症の影響については、今後の広がり方や収束時期に関して不確実性が高い事象であると考え、その影響が少なくとも一定期間続くとの仮定を基に繰延税金資産の回収可能性の判断等の会計上の見積りを行っております。この場合においては、翌事業年度の財務諸表に与える影響は軽微であると考えております。なお、一旦感染が収束したとしても、第２波、第３波と感染が広がることで、世界経済の低迷が長期化し、日本経済の低迷を招く事態となりましたら、翌事業年度の財務諸表に重要な影響を与える可能性があります。	NA	NA	NA	NA	NA	NA	2806	食料品	東証二部、名証二部	名古屋監査法人	日本基準
E00466	ブルドックソース株式会社	第95期(自2019年４月１日至2020年３月31日)	(追加情報)（役員報酬ＢＩＰ信託に係る取引について）役員報酬ＢＩＰ信託に係る取引については、連結財務諸表「注記事項(追加情報)」に記載しているため、注記を省略しております。	"(追加情報)（役員報酬ＢＩＰ信託に係る取引について）当社は、取締役（社外取締役、監査等委員である取締役及び国外居住者を除く。以下同じ。）を対象に、信託を通じて当社の株式を交付する取引を行っております。（１）取引の概要当社は、2016年６月28日開催の当社第91回定時株主総会決議に基づき、中長期的な視点で株主と利益意識を共有し、中長期的な視野での業績や株価を意識した経営を動機づけることを目的として、業績連動型の株式報酬制度（以下「本制度」という。）を導入いたしました。本制度では、取締役のうち一定の要件を充足する者を受益者として、当社が当社株式の取得資金を拠出することにより信託を設定します。当該信託は、予め定める株式交付規程に基づき取締役に交付を行うと見込まれる数の当社株式を、当社からの第三者割当によって取得します。その後、当該信託は株式交付規程に従い、信託期間中の業績目標の達成度及び役位に応じて、取締役の退任時等に当社株式の交付を行います。（２）信託に残存する当社株式信託に残存する当社株式を、信託における帳簿価額（付随費用の金額を除く。）により、純資産の部に自己株式として計上しております。当該自己株式の帳簿価額及び株式数は、前連結会計年度において182,810千円、181千株、当連結会計年度において182,810千円、181千株であります。なお、2019年８月１日付で普通株式１株につき２株の割合で株式分割を行っております。上記の自己株式数については、前連結会計年度の期首に当該株式分割が行われたと仮定して記載しております。"	NA	NA	NA	NA	NA	2804	食料品	東証二部	三優監査法人	日本基準
